id,Author_Name,Fact_Check_Source,Source_Type,Statement,Eng_Trans_Statement,News Body,Eng_Trans_News_Body,Media_Link,Publish_Date,Fact_Check_Link,News_Category,Language,Region,Platform,Text,Video,Image,Label,publish_date_parsed,pub_year,pub_month,pub_dayofweek,Eng_Trans_News_Body_polarity,Eng_Trans_News_Body_subjectivity,Eng_Trans_Statement_wordcount,Eng_Trans_News_Body_wordcount,Statement_wordcount,News Body_wordcount,Text_flag,Video_flag,Image_flag,label_numeric
BFNK_39,Aritraa Dey,Alt News,IFCN,इलाहाबाद यूनिवर्सिटी के 25 “गैर-मुस्लिम” छात्रों को बम बनाने के आरोप में गिरफ़्तार किया गया?,"25 ""non-Muslims"" students of Allahabad University were arrested for making bombs?",सोशल मीडिया पर दो तस्वीरें वायरल है. पहली तस्वीर में कुछ लोग पुलिस की हिरासत में दिख रहे हैं. वहीं दूसरी तस्वीर उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ की है….,"Two pictures are viral on social media. In the first picture, some people are seen in police custody. At the same time, the second picture is of Uttar Pradesh Chief Minister Yogi Adityanath….",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/WhatsApp-Image-2022-05-07-at-1.06.12-PM.jpeg?resize=300%2C157&ssl=1,9th May 2022,https://www.altnews.in/Hindi/old-image-from-mp-viral-as-25-non-muslim-allahabad-uni-students-arrested-for-making-bombs/,Politics,Hindi,UP,Twitter,no,no,yes,0,2022-05-09,2022.0,5.0,Monday,0.07083333333333333,0.13124999999999998,11,33,15,30,0,0,1,0
BFNK_40,Shinjinee Majumder,Alt News,IFCN,जर्मनी के चांसलर से PM मोदी की मुलाकात के दौरान दीवार पर लगी थी नेहरू की फ़ोटो?,Nehru's photo was on the wall during PM Modi's meeting with Chancellor of Germany?,प्रधानमंत्री नरेंद्र मोदी और जर्मन चांसलर ओलाफ़ शॉल्ज़ की एक तस्वीर वायरल हो रही है. तस्वीर में दोनों नेताओं के पीछे दीवार पर पंडित जवाहरलाल नेहरू की तस्वीर दिख रही…,"A picture of Prime Minister Narendra Modi and German Chancellor Olaf Shawlz is going viral. In the picture, the picture of Pandit Jawaharlal Nehru is seen on the wall behind the two leaders…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/morphed2.jpg?resize=300%2C157&ssl=1,9th May 2022,https://www.altnews.in/Hindi/nehrus-portrait-morphed-into-picture-of-modi-scholz-meet-in-germany/,Politics,Hindi,National,Twitter,no,no,yes,0,2022-05-09,2022.0,5.0,Monday,-0.2,0.35,14,33,17,30,0,0,1,0
BFNK_41,Abhishek Kumar,Alt News,IFCN,"मनीष सिसोदिया ने नहीं कहा, “देश में सबसे ज़्यादा दंगे AAP कराती है”, एडिटेड वीडियो वायरल","Manish Sisodia did not say, ""The most riots AAP in the country"", edited video viral",आम आदमी पार्टी के नेता व दिल्ली के उपमुख्यमंत्री मनीष सिसोदिया का एक वीडियो सोशल मीडिया पर वायरल है. इस वीडियो में वो कह रहे हैं कि AAP ने दो…,"A video of Aam Aadmi Party leader and Delhi Deputy Chief Minister Manish Sisodia is viral on social media. In this video, he is saying that AAP has given two…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/Untitled-design-16.jpg?resize=300%2C157&ssl=1,9th May 2022,https://www.altnews.in/Hindi/fact-check-did-manish-sisodiya-said-aap-responsible-for-riots-in-country/,Politics,Hindi,Delhi,Twitter,no,no,yes,0,2022-05-09,2022.0,5.0,Monday,0.03333333333333333,0.06666666666666667,15,30,16,30,0,0,1,0
BFNK_42,Archit Mehta,Alt News,IFCN,फ़ैक्ट-चेक: राजस्थान के झालावाड़ में ईद के दौरान लगे पाकिस्तान समर्थक नारे?,"Fact-Czech: pro-Pakistan slogans during Eid in Jhalawar, Rajasthan?",भारत में 3 मई को ईद-उल-फितर मनाए जाने के दिन कई सोशल मीडिया यूज़र्स ने एक वीडियो शेयर किया. वीडियो में कुछ लड़के “मज़हब-ए-इस्लाम” सहित इस्लामी नारे लगा रहे हैं….,"Many social media users shared a video on the day of Eid-ul-Fitr celebrated on May 3 in India. In the video, some boys are raising Islamic slogans including ""Mazhab-e-Islam""….",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/FI-3.jpg?resize=300%2C157&ssl=1,7th May 2022,https://www.altnews.in/Hindi/pro-pakistan-slogans-were-not-raised-in-rajasthans-jhalawar-during-eid/,Politics,Hindi,Rajasthan,Twitter,no,yes,no,0,2022-05-07,2022.0,5.0,Saturday,0.29444444444444445,0.4388888888888889,8,29,12,30,0,1,0,0
BFNK_43,Abhishek Kumar & Mohammed Zubair,Alt News,IFCN,फ़ैक्ट-चेक: राहुल गांधी एक शादी में शरीक होने नेपाल पहुंचे और एक पब में चीनी राजदूत से मिले?,Fact-check: Rahul Gandhi reached Nepal to attend a wedding and met the Chinese Ambassador in a pub?," बीते दिनों कांग्रेस के पूर्व अध्यक्ष राहुल गांधी नेपाल गए थे. नेपाली न्यूज़ पोर्टल के 2 मई के आर्टिकल के मुताबिक, वो अपनी दोस्त सुमनीमा उदास की शादी में शामिल… "," Recently, former Congress President Rahul Gandhi went to Nepal. According to the May 2 article of Nepali News Portal, she attended the wedding of her friend Sumanima Sadh…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/rahul-gandhi-fake-news.jpg?resize=300%2C157&ssl=1,7th May 2022,https://www.altnews.in/Hindi/fact-check-did-rahul-gandhi-met-chinese-diplomat-hou-yanqi-kpa-in-nepal-pub/,Politics,Hindi,National,Twitter,no,yes,no,0,2022-05-07,2022.0,5.0,Saturday,0.0,0.0,17,28,18,30,0,1,0,0
BFNK_44,Kalim Ahmed & Nilofar Absar,Alt News,IFCN,बांग्लादेश में इफ़्तार में शामिल होने से मना करने पर हुई हिन्दू नेता की पिटाई? ग़लत दावा,Hindu leader beaten for refusing to join iftar in Bangladesh? Wrong claim,बांग्लादेश के चटगांव से स्थानीय हिंदू नेता जितेंद्र कांति गुहा की बताकर एक तस्वीर सोशल मीडिया पर काफी शेयर की जा रही है. तस्वीर में खून से लथपथ एक व्यक्ति…,A picture of local Hindu leader Jitendra Kanti Guha from Chittagong in Bangladesh is being shared a lot on social media. A person covered with blood in the picture…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/2022-05-02-17_04_15-FALSE-1200-×-628px-—-Mozilla-Firefox.jpg?resize=300%2C157&ssl=1,6th May 2022,https://www.altnews.in/Hindi/minority-leader-beaten-in-bangladesh-over-Politics-rivalry-incident-falsely-communalised/,Politics,Hindi,National,Twitter,no,no,yes,0,2022-05-06,2022.0,5.0,Friday,0.016666666666666666,0.03333333333333333,12,29,17,30,0,0,1,0
BFNK_45,Shinjinee Majumder,Alt News,IFCN,बांद्रा रेलवे स्टेशन के बाहर नमाज़ अदा करते लोगों की वायरल तस्वीर 2012 की है,The viral picture of people offering prayers outside Bandra railway station is 2012,महाराष्ट्र में चल रहे हनुमान चालीसा विवाद के बीच एक तस्वीर सोशल मीडिया पर वायरल हो रही है. ये तस्वीर रमज़ान के मौके पर मुंबई के बांद्रा रेलवे स्टेशन के…,A picture is becoming viral on social media amidst the ongoing Hanuman Chalisa controversy in Maharashtra. This picture on the occasion of Ramadan at Bandra railway station in Mumbai…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/Untitled-design22.jpg?resize=300%2C157&ssl=1,5th May 2022,https://www.altnews.in/Hindi/photo-of-people-offering-namaz-outside-bandra-railway-station-is-from-2012/,Politics,Hindi,Maharashtra,Twitter,no,no,yes,0,2022-05-05,2022.0,5.0,Thursday,0.24166666666666667,0.45833333333333337,13,29,15,30,0,0,1,0
BFNK_46,Archit Mehta,Alt News,IFCN,पुलिस और चश्मदीदों ने नेल्लोर में शोभायात्रा के दौरान मस्जिद से पथराव के दावे को नकारा,Police and eyewitnesses rejected stoning stones from the mosque during a procession in Nellore,24 अप्रैल को आंध्र प्रदेश के नेल्लोर में एक विशाल हनुमान शोभायात्रा निकाली गई. बीजेपी आंध्र प्रदेश के राष्ट्रीय सचिव सुनील देवधर ने कहा कि जुलूस के दौरान मुसलमानों ने…,"On April 24, a huge Hanuman procession was taken out in Nellore, Andhra Pradesh. BJP Andhra Pradesh National Secretary Sunil Deodhar said that during the procession Muslims…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/nellore.jpg?resize=300%2C157&ssl=1,30th April 2022,https://www.altnews.in/Hindi/police-eyewitnesses-refute-stones-were-pelted-from-mosque-during-shobha-yatra-in-nellore/,Politics,Hindi,National,Twitter,no,yes,no,0,2022-04-30,2022.0,4.0,Saturday,0.39999999999999997,0.9,14,27,16,30,0,1,0,0
BFNK_47,Kalim Ahmed,Alt News,IFCN,फ़ैक्ट-चेक: क्या राजस्थान की कांग्रेस सरकार ने स्कूलों में सरस्वती मंदिर पर आपत्ति जताई?,Fact-check: Did the Congress government of Rajasthan object to the Saraswati temple in schools?," भाजपा नेता राजकुमार ठुकराल ने फ़ेसबुक पर दैनिक भास्कर की एक रिपोर्ट का स्क्रीनशॉट शेयर किया. इसमें लिखा है, “शिक्षा विभाग ने मांगी जानकारी – स्कूलों में सरस्वती मंदिर किस… "," BJP leader Rajkumar Thukral shared a screenshot of a report by Dainik Bhaskar on Facebook. It wrote, ""Education Department sought information - Kiss Saraswati Temple in schools…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Rajasthan-schools.jpg?resize=300%2C157&ssl=1,29th April 2022,https://www.altnews.in/Hindi/did-congress-govt-in-rajasthan-object-to-saraswati-temples-in-schools-no-bjp-leaders-mislead/,Politics,Hindi,Rajasthan,Twitter,no,no,yes,0,2022-04-29,2022.0,4.0,Friday,0.0,0.0,14,27,14,30,0,0,1,0
BFNK_48,Kalim Ahmed,Alt News,IFCN,पश्चिम बंगाल रेलवे स्टेशन में तोड़फोड़ का पुराना वीडियो एंटी-मुस्लिम दावे के साथ वायरल,Old video of sabotage in West Bengal railway station viral with anti-Muslim claim,सोशल मीडिया पर एक वीडियो क्लिप इस दावे के साथ शेयर की जा रही है कि पश्चिम बंगाल में महिषासुर रेलवे स्टेशन को “मुसलमानों ने तोड़ दिया”. दावा है कि…,"A video clip on social media is being shared with the claim that the Mahishasura railway station in West Bengal was ""broken by Muslims"". claim that…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/OLD-VIDEO-mahishasur.jpg?resize=300%2C157&ssl=1,29th April 2022,https://www.altnews.in/Hindi/old-video-of-vandalism-in-west-bengal-railway-station-viral-with-false-anti-muslim-claim/,Politics,Hindi,West Bengal,Twitter,no,yes,no,0,2022-04-29,2022.0,4.0,Friday,-0.18333333333333335,0.23333333333333334,13,26,14,30,0,1,0,0
BFNK_49,Mohammed,Alt News,IFCN,"कर्नाटक BJP अध्यक्ष की तारीफ़ कर रही थी महिला, वीडियो को एडिट करके शेयर किया गया","Woman was praising Karnataka BJP president, video was edited and shared",कई सोशल मीडिया यूज़र्स ने नम्मा TV के साथ कर्नाटक भाजपा अध्यक्ष नलिन कुमार कटील के इंटरव्यू का एक वीडियो शेयर किया. इंटरव्यू कन्नड़ में है. 1 मिनट 10 सेकेंड…,Many social media users shared a video of the interview of Karnataka BJP President Nalin Kumar Katil with Namma TV. The interview is in Kannada. 1 minute 10 seconds…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Untitled-design20.jpg?resize=300%2C157&ssl=1,25th April 2022,https://www.altnews.in/Hindi/video-of-woman-praising-bjp-karnataka-chief-on-tv-edited-to-falsely-portray-the-opposite/,Politics,Hindi,Karnataka,Twitter,no,yes,no,0,2022-04-25,2022.0,4.0,Monday,0.26666666666666666,0.2833333333333333,11,29,16,30,0,1,0,0
BFNK_50,Nilofar Absar,Alt News,IFCN,जहांगीरपुरी हिंसा के बाद तलवार लेकर पुलिस की रक्षा कर रहे हैं भगवाधारी? 2 साल पुरानी तस्वीर,"After the Jahangirpuri violence, saffronis are protecting the police with a sword? 2 year old photo",दिल्ली के जहांगीरपुरी में हाल ही में हुई सांप्रदायिक हिंसा के बाद सोशल मीडिया पर एक तस्वीर काफी शेयर की जा रही है. ये तस्वीर पुलिसकर्मियों के एक दस्ते की…,"After the recent communal violence in Jahangirpuri, Delhi, a picture is being shared on social media a lot. This picture of a squad of policemen…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Old-Image-1.jpg?resize=300%2C157&ssl=1,23rd April 2022,https://www.altnews.in/Hindi/old-image-from-up-shared-to-portray-police-complicity-in-jahangirpuri-violence/,Politics,Hindi,Delhi,Twitter,no,no,yes,0,2022-04-23,2022.0,4.0,Saturday,0.016666666666666666,0.15833333333333333,16,25,17,30,0,0,1,0
BFNK_51,"Mohammed Zubair, Pratik Sinha & Pooja Chaudhuri",Alt News,IFCN,फ़ैक्ट-चेक: लश्कर-ए-इस्लाम ने कश्मीरी पंडितों को भेजा ये धमकी भरा पत्र,Fact-check: Lashkar-e-Islam sent this threatening letter to Kashmiri Pandits,‘द कश्मीर फ़ाइल्स’ के निर्देशक विवेक अग्निहोत्री ने एक पत्र ट्वीट किया. इस पर कोई साइन नहीं है. ये पत्र कथित तौर पर पाकिस्तान के प्रतिबंधित आतंकी समूह लश्कर-ए-इस्लाम ने…,"Vivek Agnihotri, director of The Kashmir Files, tweeted a letter. There is no sign on this. This letter was reportedly banned by Pakistan's banned terrorist group Lashkar-e-Islam…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/lashkar-pakistan.jpg?resize=300%2C157&ssl=1,21st April 2022,https://www.altnews.in/Hindi/dubious-letter-claimed-to-be-issued-by-lashkar-e-islam-to-threaten-kashmiri-pandits-viral/,Politics,Hindi,National,Twitter,no,no,yes,0,2022-04-21,2022.0,4.0,Thursday,0.0,0.0,9,27,11,30,0,0,1,0
BFNK_52,Kinjal,Alt News,IFCN,"वायरल फ़ोटो रामनाथ कोविन्द की बेटी स्वाति की नहीं, ग़लत दावा वायरल","Viral photo Ramnath Kovind's daughter Swati not, wrong claim viral",सोशल मीडिया पर एक तस्वीर काफ़ी शेयर की जा रही है जिसमें 2 एयर होस्टेस दिख रही हैं. इसे शेयर करते हुए दावा किया जा रहा है कि इनमें से…,"A picture is being shared a lot on social media, in which 2 air hostesses are seen. While sharing this, it is being claimed that from these…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/compare--2.jpg?resize=300%2C157&ssl=1,20th April 2022,https://www.altnews.in/Hindi/president-ram-nath-kovind-daughter-swati-kovind-false-claim-duty-changed/,Politics,Hindi,India,Facbook,no,no,yes,0,2022-04-20,2022.0,4.0,Wednesday,0.03333333333333333,0.06666666666666667,10,27,12,30,0,0,1,0
BFNK_53,Mohammed,Alt News,IFCN,हिमाचल प्रदेश में महिलाओं को ‘AAP’ देगी 1000 रुपये प्रतिमाह? एडिटेड तस्वीर शेयर,Will 'AAP' give 1000 rupees per month to women in Himachal Pradesh? Edged photo share,सोशल मीडिया पर एक बैनर की तस्वीर शेयर की जा रही है. बैनर में दिल्ली के मुख्यमंत्री अरविंद केजरीवाल की तस्वीर के साथ उनका एक कथित बयान भी शामिल है….,A picture of a banner is being shared on social media. The banner includes an alleged statement of him along with the picture of Delhi Chief Minister Arvind Kejriwal….,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/morphed.jpg?resize=300%2C157&ssl=1,14th April 2022,https://www.altnews.in/Hindi/morphed-poster-shared-to-mock-aap-contesting-upcoming-himachal-polls/,Politics,Hindi,Punjab,Twitter,no,no,yes,0,2022-04-14,2022.0,4.0,Thursday,-0.03333333333333334,0.08333333333333334,15,29,13,30,0,0,1,0
BFNK_54,Kalim Ahmed,Alt News,IFCN,BJP कार्यकर्ता ने गुजरात शिक्षा व्यवस्था पर सवाल उठाया या अरविन्द केजरीवाल ने ग़लत समझ लिया?,BJP worker questioned the Gujarat education system or Arvind Kejriwal misunderstood?,पेशे से सर्जन डॉक्टर भरत कानाबार ने 9 अप्रैल को एक तस्वीर ट्वीट की. तस्वीर में छात्रों को बिल्डिंग पर चढ़ते हुए देखा जा सकता है. तस्वीर के साथ गुजराती…,"Surgeon Dr. Bharat Kanabar tweeted a picture on 9 April. In the picture, students can be seen climbing the building. Gujarati with the picture…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/bihar-exam-photo.jpg?resize=300%2C157&ssl=1,14th April 2022,https://www.altnews.in/Hindi/arvind-kejriwal-falsely-claims-bjp-worker-tweeted-criticism-of-gujarat-education-system/,Politics,Hindi,Gujarat,Twitter,no,no,yes,0,2022-04-14,2022.0,4.0,Thursday,0.0,0.0,11,24,16,30,0,0,1,0
BFNK_55,Shinjinee Majumder,Alt News,IFCN,नासिक में ‘द कश्मीर फ़ाइल्स’ की स्क्रीनिंग के दौरान का वीडियो सांप्रदायिक दावे के साथ शेयर,Video of 'The Kashmir Files' screening in Nashik shared with communal claims,सोशल मीडिया पर एक वीडियो शेयर किया जा रहा है. इसमें एक शख्स लड़कियों को भगवा स्कार्फ़ बांटते हुए दिख रहा है. इसके साथ शेयर किये जा रहे दावे में…,"A video is being shared on social media. In this, a person is seen distributing saffron scarf to girls. In the claim being shared with it…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Untitled-design17.jpg?resize=300%2C157&ssl=1,13th April 2022,https://www.altnews.in/Hindi/video-from-the-kashmir-files-screening-in-nashik-shared-with-false-claim/,Politics,Hindi,Maharashtra,Twitter,no ,yes,no,0,2022-04-13,2022.0,4.0,Wednesday,0.03333333333333333,0.06666666666666667,12,26,16,30,0,1,0,0
BFNK_56,Abhishek Kumar,Alt News,IFCN,रामनवमी के दिन JNU हिंसा में घायल होने का नाटक कर रही छात्राएं? ग़लत दावा शेयर,Girls pretending to be injured in JNU violence on the day of Ram Navami? Incorrect claim share,जवाहरलाल नेहरू यूनिवर्सिटी (जेएनयू) के कावेरी हॉस्टल में रामनवमी के दिन नॉनवेज खाने को लेकर लेफ़्ट और राइट विंग छात्रों के बीच हुई झड़प में कई छात्र घायल हो गए….,Many students were injured in a clash between Left and Right Wing students for eating non -veg on the day of Ram Navami at Kaveri Hostel of Jawaharlal Nehru University (JNU)….,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/jnu.jpg?resize=300%2C157&ssl=1,12th April 2022,https://www.altnews.in/Hindi/ramnavmi-jnu-violence-students-were-faking-injury-false-claim-viral/,Politics,Hindi,Delhi,Twitter,no,no,yes,0,2022-04-12,2022.0,4.0,Tuesday,0.2619047619047619,0.3452380952380952,17,31,16,30,0,0,1,0
BFNK_57,Kinjal,Alt News,IFCN,विवेक अग्निहोत्री ने ‘द कश्मीर फ़ाइल्स’ की कमाई से 200 करोड़ रुपये PM राहत कोष में दान किये?,Vivek Agnihotri donated Rs 200 crore to PM Relief Fund from the earnings of 'The Kashmir Files'?,‘द कश्मीर फ़ाइल्स’ फ़िल्म के रिलीज़ होने के बाद से सोशल मीडिया पर फ़िल्म को लेकर कई तरह के दावे किये गए. हाल में प्रधानमंत्री मोदी के साथ इस फ़िल्म…,"Since the release of the film 'The Kashmir Files', many claims were made on social media about the film. Recently this film with Prime Minister Modi…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/compare-3-1.jpg?resize=300%2C157&ssl=1,8th April 2022,https://www.altnews.in/Hindi/did-the-kashmir-files-director-vivek-ranjan-agnihotri-donated-200-cr-to-pm-relief-fund/,Politics,Hindi,Delhi,Twitter,no,no,yes,0,2022-04-08,2022.0,4.0,Friday,0.17777777777777778,0.2722222222222222,17,26,18,30,0,0,1,0
BFNK_58,Archit Mehta,Alt News,IFCN,"BJP नेता ने एडिटेड वीडियो शेयर किया, अरविन्द केजरीवाल ने नहीं की थी रिश्वत लेने की बात","BJP leader shared edited video, Arvind Kejriwal did not talk about taking bribe",भाजपा दिल्ली के मीडिया प्रमुख नवीन कुमार जिंदल ने एक वीडियो शेयर किया. ये वीडियो दिल्ली के मुख्यमंत्री अरविंद केजरीवाल की इंडिया TV के साथ एक इंटरव्यू का है. इसमें…,BJP Delhi media chief Naveen Kumar Jindal shared a video. This video is an interview with India Chief Minister Arvind Kejriwal's India TV. in this…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Untitled-design16.jpg?resize=300%2C157&ssl=1,8th April 2022,https://www.altnews.in/Hindi/bjp-member-tweets-delhi-cm-kejriwals-doctored-video-to-claim-he-admitted-taking-bribes/,Politics,Hindi,Delhi,facbook,no,yes,no,0,2022-04-08,2022.0,4.0,Friday,0.0,0.0,13,25,17,30,0,1,0,0
BFNK_59,Kalim Ahmed,Alt News,IFCN,हिमालया कंपनी की हलाल पॉलिसी पर निशाना साधते हुए भ्रामक दावा किया जा रहा,Himalaya Company's Halal policy is being misleading claims,पिछले कुछ महीनों से भारत में नफ़रत फैलाने वाली एंटी-मुस्लिम प्रोपगंडा रोज़मर्रा की बातचीत का हिस्सा बन गई हैं. राईट विंग हिंदू संगठन द्वारा मुस्लिम समुदाय के खिलाफ़ डर फैलाने…,"Anti-Muslim Propaganda, which has been hate in India for the last few months, has become part of the Rose talks. Right wing Hindu organization to spread fear against Muslim community…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Untitled-design12.jpg?resize=300%2C157&ssl=1,6th April 2022,https://www.altnews.in/Hindi/himalaya-drug-co-targeted-with-misleading-claims-related-to-halal-certification/,Politics,Hindi,national,Twitter,no,no,yes,0,2022-04-06,2022.0,4.0,Wednesday,-0.03571428571428573,0.44206349206349205,8,30,14,30,0,0,1,0
BFNK_60,Kalim Ahmed,Alt News,IFCN,फ़ैक्ट-चेक: द न्यूयॉर्क टाइम्स ने आम आदमी पार्टी की रैली में वर्ल्ड रिकॉर्ड बनने का दावा किया?,Fact-Czech: The New York Times claimed to have a world record at the Aam Aadmi Party rally?," द न्यूयॉर्क टाइम्स (NYT) में पब्लिश एक कथित रिपोर्ट का स्क्रीनशॉट सोशल मीडिया पर वायरल है. इसकी हेडलाइन में लिखा है, “आम आदमी पार्टी ने एक राजनीतिक रैली में सबसे… "," The screenshot of an alleged report published in The New York Times (NYT) is viral on social media. Its headline reads, “The Aam Aadmi Party has given the most in a political rally…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/MORPHED-NYT.jpg?resize=300%2C157&ssl=1,5th April 2022,https://www.altnews.in/Hindi/morphed-screenshot-viral-to-claim-nyts-propaganda-for-aap/,Politics,Hindi,Gujarat,Twitter,no,no,yes,0,2022-04-05,2022.0,4.0,Tuesday,0.11393939393939394,0.24424242424242423,17,33,17,30,0,0,1,0
BFNK_61,Kinjal,Alt News,IFCN,केरल में मुस्लिमों की ‘प्राइवेट आर्मी’ ने जुलूस निकाला? पुराना वीडियो भ्रामक दावे के साथ शेयर,The 'Private Army' of Muslims in Kerala took out a procession? Old video shared with misleading claims,सोशल मीडिया पर एक वीडियो काफी शेयर किया जा रहा है. वीडियो में सैकड़ों लोग जुलूस निकाल रहे हैं. दावा किया जा रहा है कि केरल में मुस्लिम समुदाय की…,A video is being shared a lot on social media. Hundreds of people are taking out processions in the video. It is being claimed that the Muslim community in Kerala…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/compare-1-1.jpg?resize=300%2C157&ssl=1,5th April 2022,https://www.altnews.in/Hindi/2020-pfi-unity-day-march-video-shared-with-false-anti-muslim-angle/,Politics,Hindi,Kerala,Twitter,no,yes,no,0,2022-04-05,2022.0,4.0,Tuesday,0.03333333333333333,0.06666666666666667,17,30,16,30,0,1,0,0
BFNK_62,Kinjal,Alt News,IFCN,"कश्मीर में भारतीय तिरंगे पर गाय काटने का दावा ग़लत, पुरानी तस्वीरें शेयर","Claims of cutting cow on Indian tricolor in Kashmir wrong, old photos share",सोशल मीडिया पर 4 तस्वीरें शेयर करते हुए दावा किया जा रहा है कि कश्मीर में तिरंगे पर एक गाय को काटा गया. एक तस्वीर में भारतीय झंडा जलता हुआ…,"Sharing 4 pictures on social media, it is being claimed that a cow was cut on the tricolor in Kashmir. Indian flag burning in a picture…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/compare-2-.jpg?resize=300%2C157&ssl=1,2nd April 2022,https://www.altnews.in/Hindi/old-and-unrelated-images-shared-with-false-claim-that-a-cow-was-slaughtered-on-indian-national-flag-in-kashmir/,Politics,Hindi,Kashmir,facbook,no,no,yes,0,2022-04-02,2022.0,4.0,Saturday,-0.05,0.11666666666666667,13,26,13,30,0,0,1,0
BFNK_63,Nilofar Absar,Alt News,IFCN,फ़ैक्ट-चेक: CM भगवंत मान को 12 साल पहले बाइक चोरी के आरोप में पकड़ा गया था?,Fact-Czech: CM Bhagwant Mann was caught 12 years ago on a bike theft charge?," पंजाब के नए मुख्यमंत्री भगवंत मान का मज़ाक उड़ाने के लिए एक पुरानी तस्वीर सोशल मीडिया पर शेयर की जा रही है. दावे के मुताबिक, 12 साल पहले भगवंत मान… "," An old picture is being shared on social media to make fun of the new Chief Minister of Punjab Bhagwant Mann. According to the claim, 12 years ago Bhagwant Maan…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/04/Untitled-design.jpg?resize=300%2C157&ssl=1,2nd April 2022,https://www.altnews.in/Hindi/old-photo-falsely-viral-as-punjab-cm-bhagwant-mann-was-arrested-for-bike-theft/,Politics,Hindi,Punjab,Twitter,no,no,yes,0,2022-04-02,2022.0,4.0,Saturday,0.14242424242424243,0.2303030303030303,14,30,16,30,0,0,1,0
BFNK_64,Aritraa Dey,Alt News,IFCN,UP की घटना बताकर झारखंड पुलिस द्वारा महिला को पीटे जाने का पुराना वीडियो शेयर,Old video share of a woman beaten by Jharkhand Police by telling UP incident,सोशल मीडिया पर वायरल एक वीडियो में एक व्यक्ति को महिला की पिटाई करते हुए देखा जा सकता है. और घटनास्थल पर मौजूद पुलिसकर्मी मूकदर्शक बनकर खड़े हैं. ये वीडियो…,"In a video viral on social media, a person can be seen beating a woman. And the policemen present at the scene are standing as mute spectators. this video…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/03/Untitled-design11.jpg?resize=300%2C157&ssl=1,31st March 2022,https://www.altnews.in/Hindi/old-video-of-jharkhand-cop-hitting-woman-falsely-shared-as-incident-from-up/,Politics,Hindi,UP,facbook,no,yes,no,0,2022-03-31,2022.0,3.0,Thursday,0.016666666666666666,0.03333333333333333,14,29,15,30,0,1,0,0
BFNK_65,Archit Mehta,Alt News,IFCN,वायरल वीडियो कर्नाटक के जजों को मौत की धमकी देने वाले शख्स की गिरफ़्तारी का नहीं है,The viral video is not the arrest of the person who threatened to death to the judges of Karnataka,कर्नाटक हिजाब बैन के फैसले के बाद हाई कोर्ट के जजों को मौत की धमकी मिली. 23 मार्च को द इंडियन एक्सप्रेस ने रिपोर्ट किया कि धमकी देने वाले एक…,"After the decision of Karnataka Hijab Ban, the High Court judges received death threats. On March 23, The Indian Express reported that a threatening…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/03/FI-3-2.jpg?resize=300%2C157&ssl=1,30th March 2022,https://www.altnews.in/Hindi/no-this-isnt-tn-man-arrested-for-issuing-death-threats-to-karnataka-judges/,Politics,Hindi,Tamil Nadu,Twitter,no,yes,no,0,2022-03-30,2022.0,3.0,Wednesday,0.16,0.54,19,24,17,30,0,1,0,0
